Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780232638,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780232639,1,GET,/api/concerts,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,8.765615999436704,8.765615999436704,8.765615999436704,8.765615999436704,753.0
1780232639,1,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,8.765615999436704,8.765615999436704,8.765615999436704,8.765615999436704,753.0
1780232640,2,POST,/api/book,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,169.6296659993095,169.6296659993095,169.6296659993095,169.6296659993095,3361.0
1780232640,2,GET,/api/concerts,0.000000,0.000000,9,9,9,9,9,9,9,9,9,9,9,1,0,8.765615999436704,8.765615999436704,8.765615999436704,8.765615999436704,753.0
1780232640,2,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,9,89.1976409993731,8.765615999436704,169.6296659993095,2057.0
1780232641,3,POST,/api/book,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,1,0,169.6296659993095,169.6296659993095,169.6296659993095,169.6296659993095,3361.0
1780232641,3,GET,/api/concerts,0.000000,0.000000,9,9,17,17,17,17,17,17,17,17,17,3,0,9,10.195233333433862,4.521318000115571,17.29876600074931,753.0
1780232641,3,,Aggregated,0.000000,0.000000,17,17,170,170,170,170,170,170,170,170,170,4,0,9,50.053841499902774,4.521318000115571,169.6296659993095,1405.0
1780232642,4,POST,/api/book,0.000000,0.000000,610,610,610,610,610,610,610,610,610,610,610,2,0,170,391.7595184993843,169.6296659993095,613.8893709994591,3359.0
1780232642,4,GET,/api/concerts,1.000000,0.000000,17,17,18,18,18,18,18,18,18,18,18,4,0,9,12.048196750129136,4.521318000115571,17.60708700021496,753.0
1780232642,4,,Aggregated,1.000000,0.000000,18,170,170,610,610,610,610,610,610,610,610,6,0,17,138.6186373332142,4.521318000115571,613.8893709994591,1621.6666666666667
1780232643,5,POST,/api/book,0.500000,0.000000,610,880,880,1100,1100,1100,1100,1100,1100,1100,1100,5,0,610,620.9991441999591,169.6296659993095,1058.3923510002933,3358.8
1780232643,5,GET,/api/concerts,0.500000,0.000000,17,17,18,18,18,18,18,18,18,18,18,4,0,9,12.048196750129136,4.521318000115571,17.60708700021496,753.0
1780232643,5,,Aggregated,1.000000,0.000000,380,610,880,880,1100,1100,1100,1100,1100,1100,1100,9,0,170,350.35427866670136,4.521318000115571,1058.3923510002933,2200.6666666666665
1780232644,5,POST,/api/book,0.500000,0.000000,380,610,880,880,1100,1100,1100,1100,1100,1100,1100,7,0,380,484.12300985728507,140.95961800012446,1058.3923510002933,3367.285714285714
1780232644,5,GET,/api/concerts,1.000000,0.000000,9,17,17,18,18,18,18,18,18,18,18,5,0,9,10.212521200082847,2.8698189998976886,17.60708700021496,753.0
1780232644,5,,Aggregated,1.500000,0.000000,140,380,610,610,880,1100,1100,1100,1100,1100,1100,12,0,140,286.66030625011746,2.8698189998976886,1058.3923510002933,2278.0
1780232645,5,POST,/api/book,0.500000,0.000000,230,380,610,880,1100,1100,1100,1100,1100,1100,1100,9,0,230,417.8095864446934,140.95961800012446,1058.3923510002933,3375.5555555555557
1780232645,5,GET,/api/concerts,1.000000,0.000000,9,17,17,18,18,18,18,18,18,18,18,5,0,9,10.212521200082847,2.8698189998976886,17.60708700021496,753.0
1780232645,5,,Aggregated,1.500000,0.000000,140,230,380,610,880,1100,1100,1100,1100,1100,1100,14,0,140,272.23920600018965,2.8698189998976886,1058.3923510002933,2438.9285714285716
1780232646,5,POST,/api/book,1.000000,0.000000,230,380,610,880,1100,1100,1100,1100,1100,1100,1100,10,0,170,390.14900930014846,140.95961800012446,1058.3923510002933,3373.3
1780232646,5,GET,/api/concerts,0.800000,0.000000,9,17,17,18,18,18,18,18,18,18,18,5,0,9,10.212521200082847,2.8698189998976886,17.60708700021496,753.0
1780232646,5,,Aggregated,1.800000,0.000000,140,230,380,610,880,1100,1100,1100,1100,1100,1100,15,0,140,263.5035132667933,2.8698189998976886,1058.3923510002933,2499.866666666667
1780232647,5,POST,/api/book,1.000000,0.000000,170,230,610,610,880,1100,1100,1100,1100,1100,1100,12,0,150,349.3454121668644,140.95961800012446,1058.3923510002933,3373.1666666666665
1780232647,5,GET,/api/concerts,0.833333,0.000000,9,9,17,17,18,18,18,18,18,18,18,6,0,5,8.975800000068071,2.792193999994197,17.60708700021496,753.0
1780232647,5,,Aggregated,1.833333,0.000000,140,170,230,380,880,1100,1100,1100,1100,1100,1100,18,0,140,235.88887477793227,2.792193999994197,1058.3923510002933,2499.777777777778
1780232648,5,POST,/api/book,1.285714,0.000000,230,290,380,610,880,1100,1100,1100,1100,1100,1100,14,0,170,339.1545149288504,140.95961800012446,1058.3923510002933,3377.4285714285716
1780232648,5,GET,/api/concerts,0.714286,0.000000,5,9,17,17,18,18,18,18,18,18,18,7,0,5,8.103410571493441,2.792193999994197,17.60708700021496,753.0
1780232648,5,,Aggregated,2.000000,0.000000,140,230,290,380,880,1100,1100,1100,1100,1100,1100,21,0,140,228.8041468097314,2.792193999994197,1058.3923510002933,2502.6190476190477
1780232649,5,POST,/api/book,1.250000,0.000000,170,270,380,610,880,1100,1100,1100,1100,1100,1100,15,0,170,325.45388066694915,133.64500100033183,1058.3923510002933,3379.3333333333335
1780232649,5,GET,/api/concerts,0.625000,0.000000,5,5,17,17,18,18,18,18,18,18,18,7,0,5,8.103410571493441,2.792193999994197,17.60708700021496,753.0
1780232649,5,,Aggregated,1.875000,0.000000,140,230,290,380,880,1100,1100,1100,1100,1100,1100,22,0,140,224.47873109112234,2.792193999994197,1058.3923510002933,2543.681818181818
1780232650,5,POST,/api/book,1.333333,0.000000,210,230,290,380,880,1100,1100,1100,1100,1100,1100,19,0,170,294.5180886844786,133.64500100033183,1058.3923510002933,3381.7894736842104
1780232650,5,GET,/api/concerts,0.666667,0.000000,3,3,18,18,18,18,18,18,18,18,18,7,0,5,8.103410571493441,2.792193999994197,17.60708700021496,753.0
1780232650,5,,Aggregated,2.000000,0.000000,140,220,270,290,610,880,1100,1100,1100,1100,1100,26,0,140,217.40644457713643,2.792193999994197,1058.3923510002933,2674.0384615384614
1780232651,5,POST,/api/book,1.500000,0.000000,140,220,270,290,880,1100,1100,1100,1100,1100,1100,21,0,150,279.9440325716638,133.64500100033183,1058.3923510002933,3382.3333333333335
1780232651,5,GET,/api/concerts,0.600000,0.000000,3,3,18,18,18,18,18,18,18,18,18,7,0,5,8.103410571493441,2.792193999994197,17.60708700021496,753.0
1780232651,5,,Aggregated,2.100000,0.000000,140,210,230,270,380,880,1100,1100,1100,1100,1100,28,0,140,211.9838770716212,2.792193999994197,1058.3923510002933,2725.0
