Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/book,7249,0,200,419.22758276824396,91.69419000045309,3028.4190880001916,3380.6702993516346,6.711211417793797,0.0,200,330,470,610,1100,1500,1900,2100,2500,3000,3000
GET,/api/concerts,1463,0,3,11.803406345864952,1.9829419998131925,321.7380289997891,753.0,1.3544630023772004,0.0,3,3,5,11,38,56,77,100,290,320,320
GET,/health,759,0,3,12.8400351291266,1.640310999846406,389.5348979999653,56.0,0.7026913320603521,0.0,3,3,7,16,41,55,72,120,390,390,390
,Aggregated,9471,0,150,323.7244976912684,1.640310999846406,3028.4190880001916,2708.333016576919,8.76836575223135,0.0,150,230,340,440,950,1400,1800,2000,2500,3000,3000
